"","MOR01_LIVER_RAW","MOR02_LIVER_RAW","MOR03_LIVER_RAW","MOR04_LIVER_RAW","MOR13_LIVER_RAW","MOR14_LIVER_RAW","MOR01_TEL_RAW","MOR02_TEL_RAW","MOR03_TEL_RAW","MOR04_TEL_RAW","MOR13_TEL_RAW","MOR14_TEL_RAW"
"Nocardioides scoriae",-4.74853319525648,-4.74853319525648,8.72144301103679,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,5.0642133043793,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Serinicoccus hydrothermalis",-4.74853319525648,-4.74853319525648,9.35760405812181,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,4.45083308754205,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Fusarium falciforme",-4.74853319525648,-4.74853319525648,7.46041167733979,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Fusarium poae",-4.74853319525648,-4.74853319525648,10.4940536949368,-4.74853319525648,4.53179227436381,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,5.34461818951829
"Fusarium graminearum",-4.74853319525648,-4.74853319525648,6.66335418139486,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Fusarium oxysporum",-4.74853319525648,-4.74853319525648,10.6868402383987,-4.74853319525648,5.43405441638288,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,6.2907856185635,-4.74853319525648
"Trichoderma asperellum",-4.74853319525648,-4.74853319525648,7.95691015384604,-4.74853319525648,3.57270935357081,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Purpureocillium takamizusanense",-4.74853319525648,-4.74853319525648,6.98507053645508,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Metarhizium brunneum",-4.74853319525648,-4.74853319525648,4.79740217205522,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Colletotrichum lupini",-4.74853319525648,-4.74853319525648,5.99957618499756,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
